,titles,dates
5175,"Short-lived radioisotopes in meteorites from Galactic-scale correlated
  star formation",2018-02-23
5176,"From the seep to the surface: the ascent and dissolution of methane
  bubbles in the ocean",2018-02-26
5177,"Centrality and transverse momentum dependent suppression of
  $Υ(1S)$ and $Υ(2S)$ in p$-$Pb and Pb$-$Pb collisions at the
  CERN Large Hadron Collider",2018-02-24
5178,Gas expulsion in highly substructured embedded star clusters,2018-03-01
5179,Survival of the fittest in the coherent evolution of quantum ensembles,2018-03-02
5180,The split in the ancient cold front in the Perseus cluster,2018-02-26
5181,Magnetic shielding of quantum entanglement states,2018-03-03
5182,Chemical Abundances of new member stars in the Tucana II dwarf galaxy,2018-03-05
5183,"Family-size variability grows with collapse rate in
  Birth-Death-Catastrophe model",2018-03-05
5184,On the Early In Situ Formation of Pluto's Small Satellites,2018-03-06
5185,Randomization inference with general interference and censoring,2018-03-06
5186,"Self-reporting and screening: Data with current-status and censored
  observations",2018-03-06
5187,A Unified Form of EVENODD and RDP Codes and Their Efficient Decoding,2018-03-09
5188,"Towards completing Planetary Systems: The role of minor bodies on life
  growth and survival",2018-03-11
5189,"Survival of a planet in short-period Neptunian desert under effect of
  photo-evaporation",2018-03-12
5190,"A primer on the use of probability generating functions in infectious
  disease modeling",2018-03-14
5191,Energetics of turbulence generated by chiral MHD dynamos,2018-03-16
5192,Inference for case-control studies with incident and prevalent cases,2018-03-16
5193,"Phylogeny-based tumor subclone identification using a Bayesian feature
  allocation model",2018-03-16
5194,"Experimental evidences of trions and Fermi edge singularity in single
  barrier GaAs/AlAs/GaAs heterostructure using photocapacitance spectroscopy",2018-03-17
5195,6d SCFTs and U(1) Flavour Symmetries,2018-03-21
5196,"Gaian bottlenecks and planetary habitability maintained by evolving
  model biospheres: The ExoGaia model",2018-03-21
5197,Phase transitions and symmetry energy in nuclear pasta,2018-03-23
5198,Ion implantation in nanodiamonds: size effect and energy dependence,2018-03-24
5199,"Explicit description of all deflators for market models under random
  horizon with applications to NFLVR",2018-03-27
5200,"Gate voltage controlled thermoelectric figure of merit in
  three-dimensional topological insulator nanowires",2018-03-28
5201,"On the Hamiltonian formulation, integrability and algebraic structures
  of the Rajeev-Ranken model",2018-04-09
5202,"Radiation mediated shocks in gamma-ray bursts: Subshock photon
  production",2018-04-09
5203,Autofluorescence spectroscopy for determining cell confluency,2018-04-16
5204,"ShapeShifter: Robust Physical Adversarial Attack on Faster R-CNN Object
  Detector",2018-04-16
5205,"Properties of the single Jovian planet population and the pursuit of
  Solar system analogues",2018-04-18
5206,Wigner solution of the quark gap equation,2018-04-18
5207,"Symmetry breaking and localization in a random Schwinger model with
  commensuration",2018-04-19
5208,Bi-lobed Shape of Comet 67P from a Collapsed Binary,2018-04-23
5209,Nonthermal states arising from confinement in one and two dimensions,2018-04-26
5210,Six Flavor Quark Matter,2018-04-26
5211,"Lethal radiation from nearby supernovae helps to explain the small
  cosmological constant",2018-04-27
5212,"Persistent Monitoring of Stochastic Spatio-temporal Phenomena with a
  Small Team of Robots",2018-04-27
5213,"Three Hypervelocity White Dwarfs in Gaia DR2: Evidence for Dynamically
  Driven Double-Degenerate Double-Detonation Type Ia Supernovae",2018-04-30
5214,"The Generation of the Distant Kuiper Belt by Planet Nine from an
  Initially Broad Perihelion Distribution",2018-04-30
5215,"The photo-disintegration of $^4$He on the cosmic microwave background is
  less severe than earlier thought",2018-05-01
5216,"Quenched many-body quantum dynamics with $k$-body interactions using
  $q$-Hermite polynomials",2018-05-02
5217,Extinction transitions in correlated external noise,2018-05-07
5218,"Saikosaponins with similar structures but different mechanisms lead to
  combined hepatotoxicity",2018-05-14
5219,"Conditional moments of noncausal alpha-stable processes and the
  prediction of bubble crash odds",2018-05-14
5220,"Joint longitudinal and time-to-event models for multilevel hierarchical
  data",2018-05-16
5221,"Impact degassing and atmospheric erosion on Venus, Earth, and Mars
  during the late accretion",2018-05-18
5222,RR Lyrae Variable Stars in the Crater II Dwarf Galaxy,2018-05-18
5223,Quantum electrodynamics of a superconductor-insulator phase transition,2018-05-18
5224,"Two-Stage Residual Inclusion under the Additive Hazards Model - An
  Instrumental Variable Approach with Application to SEER-Medicare Linked Data",2018-05-21
5225,"Stability of the linear chain structure for $^{12}$C in covariant
  density functional theory on a 3D lattice",2018-05-21
5226,Evolving Real-Time Heuristics Search Algorithms with Building Blocks,2018-05-21
5227,"Immersive Virtual Reality Serious Games for Evacuation Training and
  Research: A Systematic Literature Review",2018-05-14
5228,"Forecasting the successful execution of horizontal strategy in a
  diversified corporation via a DEMATEL-supported artificial neural network - A
  case study",2018-05-25
5229,"Three-Dimensional Radiotherapy Dose Prediction on Head and Neck Cancer
  Patients with a Hierarchically Densely Connected U-net Deep Learning
  Architecture",2018-05-25
5230,"Repeated transient jets from a warped disk in the symbiotic prototype Z
  And: A link to the long-lasting active phase",2018-05-28
5231,The Effects of Climate Change on Predator-Prey Dynamics,2018-05-30
5232,"Impact of topology on the impurity effects in extended $s$-wave
  superconductors with spin-orbit coupling",2018-05-30
5233,Extragalactic photon--axion-like particle oscillations up to 1000 TeV,2018-05-30
5234,"The abundance of satellite galaxies in the inner region of $Λ$CDM
  Milky Way sized haloes",2018-05-31
5235,"On the Sub-Packetization Size and the Repair Bandwidth of Reed-Solomon
  Codes",2018-06-01
5236,"The role of multiple giant impacts in the formation of the Earth-Moon
  system",2018-06-01
5237,"Quantifying Quantum Coherence in Experimentally-Observed Neutrino
  Oscillations",2018-06-02
5238,"An Aggressive Genetic Programming Approach for Searching Neural Network
  Structure Under Computational Constraints",2018-06-03
5239,"The role of external FUV irradiation in the survival of astrophysical
  ices in Elias 29",2018-06-05
5240,"Implications of the Small Spin Changes Measured for Large Jupiter-Family
  Comet Nuclei",2018-06-07
5241,"Prediction of the FIFA World Cup 2018 - A random forest approach with an
  emphasis on estimated team ability parameters",2018-06-08
5242,"Computing the minimal crew for a multi-generational space travel towards
  Proxima Centauri b",2018-06-11
5243,Foreign Exchange Markets with Last Look,2018-06-12
5244,"Colwell's Castle Defence: A Custom Game Using Dynamic Difficulty
  Adjustment to Increase Player Enjoyment",2018-06-12
5245,"Sterile neutrinos influence on oscillation characteristics of active
  neutrinos at short distances in the generalized model of neutrino mixing",2018-06-15
5246,"Coherent quantum dynamics launched by incoherent relaxation in a quantum
  circuit simulator of a light-harvesting complex",2018-06-15
5247,Oxygen-neon rich merger during common envelope evolution,2018-06-18
5248,The Secular Dynamics of TNOs and Planet Nine Interactions,2018-06-18
5249,Mott transition and collective charge pinning in electron doped Sr2IrO4,2018-06-18
5250,"Covariant and 3+1 Equations for Dynamo-Chiral General Relativistic
  Magnetohydrodynamics",2018-06-19
5251,"Continuously variable spreading exponents in the absorbing
  Nagel-Schreckenberg model",2018-06-19
5252,Resonant behavior and unpredictability in forced chaotic scattering,2018-06-20
5253,"The Suppression of Star Formation on the Smallest Scales: What Role Does
  Environment Play?",2018-06-20
5254,"Spin triplet superconducting proximity effect in a ferromagnetic
  semiconductor",2018-06-21
5255,On the range of lattice models in high dimensions - extended version,2018-06-22
5256,"LOCld65, A Dual-Channel VCSEL Driver ASIC For Detector Front-End Readout",2018-06-22
5257,"Heavy Quarkonia in a Potential Model: Binding Energy, Decay Width, and
  Survival Probability",2018-06-25
5258,SkinNet: A Deep Learning Framework for Skin Lesion Segmentation,2018-06-25
5259,"An Outcome Model Approach to Translating a Randomized Controlled Trial
  Results to a Target Population",2018-06-25
5260,On the Indeterministic Nature of Star Formation on the Cloud Scale,2018-06-27
5261,"A hierarchical heteroclinic network: Controlling the time evolution
  along its paths",2018-06-28
5262,Quantum stabilization of photonic spatial correlations,2018-06-28
5263,The Fraction of Stars That Form in Clusters in Different Galaxies,2018-06-29
5264,Tidally induced bars in gas-rich dwarf galaxies orbiting the Milky Way,2018-07-02
5265,"Anomalous behavior of the electronic structure of
  (Bi$_{1-x}$In$_x$)$_2$Se$_3$ across the quantum-phase transition from
  topological to trivial insulator",2018-07-03
5266,"Supervised Reinforcement Learning with Recurrent Neural Network for
  Dynamic Treatment Recommendation",2018-07-04
5267,"Electrically driven dynamic three-dimensional solitons in nematic liquid
  crystals",2018-07-06
5268,"Limits on the number of primordial Scattered Disk objects at Pluto mass
  and higher from the absence of their dynamical signatures on the present day
  trans-Neptunian Populations",2018-07-09
5269,"The further estimations of the Q-balls with one-loop motivated effective
  potential",2018-07-10
5270,Unusual area-law violation in random inhomogeneous systems,2018-07-11
5271,Polarization of the first-hour macronovae,2018-07-12
5272,"Electronic structure of metallic tetra-boride
  $\textrm{TmB}_{\textrm{4}}$: An LDA+DMFT study",2018-07-14
5273,"Vortex Formation and Survival in Protoplanetary Disks subject to
  Vertical Shear Instability",2018-07-17
5274,"Measuring the Rate of Isotropization of Quark-Gluon Plasma Using
  Rapidity Correlations",2018-07-17
5275,"Spectroscopic diagnostics of dust formation and evolution in classical
  nova ejecta",2018-07-18
5276,Thouless and relaxation time scales in many-body quantum systems,2018-07-19
5277,"Survival of non-coplanar, closely-packed planetary systems after a close
  encounter",2018-07-19
5278,Running on empty: Recharge dynamics from animal movement data,2018-07-20
5279,The Hyperedge Event Model,2018-07-22
5280,"The role of mergers in driving morphological transformation over cosmic
  time",2018-07-23
5281,"A Temporal Difference Reinforcement Learning Theory of Emotion: unifying
  emotion, cognition and adaptive behavior",2018-07-24
5282,"Metastability of the contact process on fast evolving scale-free
  networks",2018-07-25
5283,"Geometry-diversified Coulomb excitations in trilayer AAB stacking
  graphene",2018-07-31
5284,Non-parametric Reconstruction of Growth Index via Gaussian Processes,2018-08-01
5285,Disruption of a planet spiralling into its host star,2018-08-01
5286,Impact of unitarization on the $J/ψ$-light meson cross section,2018-08-06
5287,"Computational design of metal-supported molecular switches: Transient
  ion formation during light- and electron-induced isomerisation of azobenzene",2018-08-13
5288,Prismatic Large $N$ Models for Bosonic Tensors,2018-08-13
5289,Circumbinary discs around merging stellar-mass black holes,2018-08-18
5290,"Temperature Dependence of In-plane Resistivity and Inverse Hall Angle in
  NLED Holographic Model",2018-08-19
5291,"Electric field induced permanent superconductivity in layered metal
  nitride chloride MNCl(M: Hf and Zr)",2018-08-20
5292,"Importance of electron correlations in understanding the photo-electron
  spectroscopy and the Weyl character of MoTe$_2$",2018-08-20
5293,"The FRIED grid of mass loss rates for externally irradiated
  protoplanetary discs",2018-08-22
5294,"Estimation in the Cox Survival Regression Model with Covariate
  Measurement Error and a Changepoint",2018-08-23
5295,"Kinky plasmons in double layers of borophene-borophene and
  borophene-graphene",2018-08-23
5296,Field-theoretic approach to the universality of branching processes,2018-08-25
5297,"Role of gaseous giants in the dynamical evolution of terrestrial planets
  and water delivery in the habitable zone",2018-08-27
5298,"Seeding the Second Star: enrichment from population III, dust evolution,
  and cloud collapse",2018-08-28
5299,"Simulation-Selection-Extrapolation: Estimation in High-Dimensional
  Errors-in-Variables Models",2018-08-30
5300,"Heralded Bell State of Dissipative Qubits Using Classical Light in a
  Waveguide",2018-09-03
5301,"Some simple rules for estimating reproduction numbers in the presence of
  reservoir exposure or imported cases",2018-09-04
5302,The Observational Signatures of Supermassive Black Hole Seeds,2018-09-04
5303,"Upgrade plans and ageing studies for the CMS muon system in preparation
  of HL-LHC",2018-09-05
5304,Resumption of dynamism in damaged networks of coupled oscillators,2018-09-08
5305,Persistent currents by reservoir engineering,2018-09-09
