,titles,dates
6875,"Spontaneous dissipation of elastic energy by self-localizing thermal
  runaway",2008-05-21
6876,Unitarity and Holography in Gravitational Physics,2008-08-21
6877,"Efficiency of the maximum partial likelihood estimator for nested case
  control sampling",2008-09-02
6878,Behavior Subtraction,2009-10-15
6879,Introduction to Distributed Systems,2009-11-23
6880,"Virtual Private Overlays: Secure Group Commounication in NAT-Constrained
  Environments",2010-01-14
6881,Settling the Polynomial Learnability of Mixtures of Gaussians,2010-04-23
6882,A Fault-Resistant Asynchronous Clock Function,2010-07-10
6883,Almost commutative Riemannian geometry: wave operators,2010-09-11
6884,Statistical Compressed Sensing of Gaussian Mixture Models,2011-01-30
6885,"Diffusion Adaptation Strategies for Distributed Optimization and
  Learning over Networks",2011-10-31
6886,On the Reliability of RAID Systems: An Argument for More Check Drives,2012-02-16
6887,Wave chaos as signature for depletion of a Bose-Einstein condensate,2012-02-27
6888,On-Board Visual Tracking with Unmanned Aircraft System (UAS),2012-03-11
6889,Numerical methods for phase retrieval,2012-03-11
6890,"Further Evidence that Quasar X-Ray Emitting Regions Are Compact: X-Ray
  and Optical Microlensing in the Lensed Quasar Q J0158-4325",2012-05-21
6891,"Efficient Semiparametric Estimation of Short-term and Long-term Hazard
  Ratios with Right-Censored Data",2012-06-05
6892,"Fluctuations and differential contraction during regeneration of Hydra
  vulgaris tissue toroids",2012-07-04
6893,Dorfman connections and Courant algebroids,2012-09-26
6894,"Dynamical Diagnosis and Solutions for Resilient Natural and Social
  Systems",2012-11-08
6895,Functional renormalization-group approach to decaying turbulence,2012-12-10
6896,"Hidden Markov Model for the detection of a degraded operating mode of
  optronic equipment",2012-12-11
6897,Verifying PRAM Consistency over Read/Write Traces of Data Replicas,2013-02-21
6898,Exploration of the local solar neighborhood I: Fixed number of probes,2013-04-01
6899,A construction principle for ADM-type theories in maximal slicing gauge,2013-07-03
6900,Shear banding in time-dependent flows of polymers and wormlike micelles,2013-08-06
6901,"A predictive analytics approach to reducing avoidable hospital
  readmission",2014-02-24
6902,"On the Performance of Short Block Codes over Finite-State Channels in
  the Rare-Transition Regime",2014-03-27
6903,"Performance Analysis of Hybrid ARQ with Incremental Redundancy over
  Amplify-and-Forward Dual-Hop Relay Channels",2014-04-08
6904,Towards the Formal Reliability Analysis of Oil and Gas Pipelines,2014-05-26
6905,Divide and Conquer: Partitioning OSPF networks with SDN,2014-10-21
6906,Improving Robustness of Next-Hop Routing,2014-11-11
6907,On the Entity Hardening Problem in Multi-layered Interdependent Networks,2014-12-20
6908,"QoS Guaranteed Intelligent Routing Using Hybrid PSO-GA in Wireless Mesh
  Networks",2015-03-12
6909,"Efficient Approximation Algorithms for Computing \emph{k} Disjoint
  Restricted Shortest Paths",2015-04-21
6910,"Collective Mind, Part II: Towards Performance- and Cost-Aware Software
  Engineering as a Natural Science",2015-06-20
6911,A digital video system for observing and recording occultations,2015-07-18
6912,Compact Routing Messages in Self-Healing Trees,2015-08-18
6913,"Introducing Elitist Black-Box Models: When Does Elitist Selection Weaken
  the Performance of Evolutionary Algorithms?",2015-08-27
6914,"Analysis and Design of Actuation-Sensing-Communication Interconnection
  Structures towards Secured/Resilient Closed-loop Systems",2015-11-10
6915,"Efficiency and Optimality of Largest Deficit First Prioritization:
  Resource Allocation for Real-Time Applications",2016-01-24
6916,"What is Physics: The individual and the universal, and seeing past the
  noise",2016-05-09
6917,Making Contextual Decisions with Low Technical Debt,2016-06-13
6918,Real identifiability vs complex identifiability,2016-08-25
6919,Existence of Minkowski space,2016-09-20
6920,Process Monitoring of Extrusion Based 3D Printing via Laser Scanning,2016-12-07
6921,"Validity of Sound-Proof Approaches in Rapidly-Rotating Compressible
  Convection: Marginal Stability vs. Turbulence",2017-01-17
6922,On Robustness in Multilayer Interdependent Network,2017-01-24
6923,Disruptive Event Classification using PMU Data in Distribution Networks,2017-03-20
6924,Name Independent Fault Tolerant Routing Scheme,2017-04-20
6925,Temporal Pattern Discovery for Accurate Sepsis Diagnosis in ICU Patients,2017-09-06
6926,Control-Oriented Learning on the Fly,2017-09-14
6927,"The threshold conjecture for the energy critical hyperbolic Yang--Mills
  equation",2017-09-25
6928,Dependability in Edge Computing,2017-10-11
6929,A Resizable Mini-batch Gradient Descent based on a Multi-Armed Bandit,2017-11-17
6930,Tempest: Temporal Dynamics in Anonymity Systems,2018-01-05
6931,"Impact ionization and transport properties of hexagonal boron nitride in
  constant-voltage measurement",2018-01-26
6932,"Scheduling and Checkpointing optimization algorithm for Byzantine fault
  tolerance in Cloud Clusters",2018-02-03
6933,"Yield precursor dislocation avalanches in small crystals: the
  irreversibility transition",2018-02-12
6934,"Probabilistic Warnings in National Security Crises: Pearl Harbor
  Revisited",2018-02-13
6935,"Parsimonious Network based on Fuzzy Inference System (PANFIS) for Time
  Series Feature Prediction of Low Speed Slew Bearing Prognosis",2018-02-05
6936,"DeepSOFA: A Continuous Acuity Score for Critically Ill Patients using
  Clinically Interpretable Deep Learning",2018-02-28
6937,Eilenberg--Mac Lane Spaces for Topological Groups,2018-03-06
6938,"Deep Predictive Coding Neural Network for RF Anomaly Detection in
  Wireless Networks",2018-03-16
6939,"Deep Learning on Operational Facility Data Related to Large-Scale
  Distributed Area Scientific Workflows",2018-04-17
6940,"Experimental Characterization, Optimization, and Recovery of Data
  Retention Errors in MLC NAND Flash Memory",2018-05-08
6941,"Distinguishing Refracted Features using Light Field Cameras with
  Application to Structure from Motion",2018-05-31
6942,"Radiation-Tolerant, High-speed Serial Link Design with SRAM-based FPGAs",2018-06-26
6943,"GreyFiber: A System for Providing Flexible Access to Wide-Area
  Connectivity",2018-07-13
6944,Algorithmic thresholds for tensor PCA,2018-08-02
6945,"Identifying structural signatures of shear banding in model polymer
  nanopillars",2018-09-18
6946,Evolution of Threats in the Global Risk Network,2018-09-23
6947,"μSpikeHunter: An advanced computational tool for the analysis of
  neuronal communication and action potential propagation in microfluidic
  platforms",2018-09-26
6948,"Reversing Unknown Quantum Transformations: Universal Quantum Circuit for
  Inverting General Unitary Operations",2018-10-16
6949,"Enabling Hard Service Guarantees in Software-Defined Smart Grid
  Infrastructures",2018-10-18
6950,"STAIRoute: Early Global Routing using Monotone Staircases for Congestion
  Reduction",2018-10-24
6951,"Reinforcement Learning for Automatic Test Case Prioritization and
  Selection in Continuous Integration",2018-11-09
6952,POEM: Pricing Longer for Edge Computing in the Device Cloud,2018-12-05
6953,"Low Mass X-ray Binaries: The Effects of the Magnetic Braking
  Prescription",2018-12-19
6954,"BFT Protocols for Heterogeneous Resource Allocations in Distributed SDN
  Control Plane",2019-02-07
6955,"The Stefan problem with variable thermophysical properties and phase
  change temperature",2019-04-11
6956,On Byzantine Fault Tolerance in Multi-Master Kubernertes Clusters,2019-04-11
6957,"Privacy-Preserving Smart Parking System Using Blockchain and Private
  Information Retrieval",2019-04-22
6958,"Fast Infant MRI Skullstripping with Multiview 2D Convolutional Neural
  Networks",2019-04-27
6959,On the complexity of fault-tolerant consensus,2019-05-16
6960,"BlendSM-DDM: BLockchain-ENabled Secure Microservices for Decentralized
  Data Marketplaces",2019-09-21
6961,"Cross-sectional Urban Scaling Fails in Predicting Temporal Growth of
  Cities",2019-10-13
6962,"A Type of Virtual Force based Energy-hole Mitigation Strategy for Sensor
  Networks",2019-10-19
6963,"Prediction of Sewer Pipe Deterioration Using Random Forest
  Classification",2019-12-09
6964,"A general anomaly detection framework for fleet-based condition
  monitoring of machines",2019-12-30
6965,"Automated detection of corrosion in used nuclear fuel dry storage
  canisters using residual neural networks",2020-03-06
6966,Risk-Aware Submodular Optimization for Multi-Robot Coordination,2020-03-23
6967,DeCoRIC: Decentralized Connected Resilient IoT Clustering,2020-04-29
6968,Low-light Image Enhancement Using the Cell Vibration Model,2020-06-03
6969,"Deep learning mediated single time-point image-based prediction of
  embryo developmental outcome at the cleavage stage",2020-05-21
6970,"MIMC-VINS: A Versatile and Resilient Multi-IMU Multi-Camera
  Visual-Inertial Navigation System",2020-06-28
6971,Scalable Role-based Access Control Using The EOS Blockchain,2020-07-04
6972,Optimal management of harvested population at the edge of extinction,2020-07-23
6973,"SL1-Simplex: Safe Velocity Regulation of Self-Driving Vehicles in
  Dynamic and Unforeseen Environments",2020-08-04
6974,"Control instabilities and incite slow-slip in generalized
  Burridge-Knopoff models",2020-08-09
6975,"Sizing of Movable Energy Resources for Service Restoration and
  Reliability Enhancement",2020-08-17
6976,"Randomness in appendage coordination facilitates strenuous ground
  self-righting",2020-08-20
6977,"DMRO:A Deep Meta Reinforcement Learning-based Task Offloading Framework
  for Edge-Cloud Computing",2020-08-23
6978,"Local Relay Selection in Presence of Dynamic Obstacles in Millimeter
  Wave D2D Communication",2020-11-01
6979,Finding Relevant Flood Images on Twitter using Content-based Filters,2020-11-11
6980,"Unified Multi-Modal Landmark Tracking for Tightly Coupled
  Lidar-Visual-Inertial Odometry",2020-11-13
6981,"Universality of noise-induced resilience restoration in
  spatially-extended ecological systems",2020-11-24
6982,Extending Hierarchical Delta Debugging with Hoisting,2021-04-08
6983,"A novel transient heat conduction phenomenon to distinguish the
  hydrodynamic and (quasi) ballistic phonon transport",2021-04-22
6984,"Mitigation of Saturated Cut-sets During Multiple Outages to Enhance
  Power System Security",2021-04-27
6985,Highly accurate HF dimer ab initio potential energy surface,2021-07-13
6986,"Single and Multi-objective Test Cases Prioritization for Self-driving
  Cars in Virtual Environments",2021-07-20
6987,Deep Neural Network Approach to Estimate Early Worst-Case Execution Time,2021-07-28
6988,Controller Placement in SDN-enabled 5G Satellite-Terrestrial Networks,2021-08-20
6989,"Optimization of Traffic Control in MMAP[c]/PH[c]/S Catastrophic Queueing
  Model with PH Retrial Times and Controllable Preemptive Repeat Priority
  Policy",2022-03-04
6990,"A Self-Supervised, Differentiable Kalman Filter for Uncertainty-Aware
  Visual-Inertial Odometry",2022-03-14
6991,"Slow-varying Dynamics Assisted Temporal Capsule Network for Machinery
  Remaining Useful Life Estimation",2022-03-30
6992,"Nodal heterogeneity can induce ghost triadic effects in relational event
  models",2022-03-30
6993,"Privacy-preserving Anomaly Detection in Cloud Manufacturing via
  Federated Transformer",2022-04-02
6994,"Network Bandwidth Variation-Adapted State Transfer for Geo-Replicated
  State Machines and its Application to Dynamic Replica Replacement",2022-04-19
6995,"Babel: A Framework for Developing Performant and Dependable Distributed
  Protocols",2022-05-04
6996,"Multilayer Perceptron Based Stress Evolution Analysis under DC Current
  Stressing for Multi-segment Wires",2022-05-17
6997,RiskLoc: Localization of Multi-dimensional Root Causes by Weighted Risk,2022-05-20
6998,Synchronous Consensus During Incomplete Synchrony,2022-05-21
6999,Rupture of a Biomembrane under Dynamic Surface Tension,2011-12-19
7000,CodeNet: Training Large Scale Neural Networks in Presence of Soft-Errors,2019-03-04
7001,"First Operation of a Resistive Shell Liquid Argon Time Projection
  Chamber -- A new Approach to Electric-Field Shaping",2019-03-28
7002,Automatic Real-time Anomaly Detection for Autonomous Aerial Vehicles,2019-07-01
7003,"Efficient Cyber Attacks Detection in Industrial Control Systems Using
  Lightweight Neural Networks and PCA",2019-07-02
7004,Service-based Routing at the Edge,2019-07-02
7005,"Distributed Integer Balancing under Weight Constraints in the Presence
  of Transmission Delays and Packet Drops",2019-07-09
7006,"Robust GPU-based Virtual Reality Simulation of Radio Frequency Ablations
  for Various Needle Geometries and Locations",2019-07-11
7007,Remaining Useful Lifetime Prediction via Deep Domain Adaptation,2019-07-17
7008,"Entanglement detection under coherent noise:
  Greenberger-Horne-Zeilinger-like states",2019-07-26
7009,"Bayesian Feature Pyramid Networks for Automatic Multi-Label Segmentation
  of Chest X-rays and Assessment of Cardio-Thoratic Ratio",2019-08-08
7010,"Micro-X Sounding Rocket: Transitioning from First Flight to a Dark
  Matter Configuration",2019-08-22
7011,"Global flow structure and exact formal transseries of the Gubser flow in
  kinetic theory",2019-11-14
